ANSWER,100,^[^0-9]*11010111[^0-9]*$,regexp


NewQuestion,SA
Title,Compute ALU Result
QuestionText,"<p> The ALU above has 8-bit inputs <i>A</i> and <i>B</i> and an 8-bit         output <i>F</i>. The table below shows its operations: </p>         <table style='border-collapse: collapse; text-align: center'><tr>    <th style='border-bottom: 2px solid black; padding: 15px;'>Opcode</th>    <th style='border-bottom: 2px solid black; padding: 15px;'>Operation</th></tr><tr><td>00</td><td>F = A - B</td></tr><tr><td>01</td><td>F = A</td></tr><tr><td>10</td><td>F = 2 * A</td></tr><tr><td>11</td><td>F = A + B</td></tr></table>         <p> If the opcode is <code>01</code>, A = <code>10000011</code>, and         B = <code>10011010</code>,         what is the value of F? <i>Enter your answer in binary.</i></p>",HTML
Points,10
Difficulty,1
Image,/imagepools/quantumbeef/alu_8b.png
Feedback,10000011,NOT HTML
ANSWER,100,^[^0-9]*10000011[^0-9]*$,regexp


NewQuestion,SA
Title,Compute ALU Result
QuestionText,"<p> The ALU above has 8-bit inputs <i>A</i> and <i>B</i> and an 8-bit         output <i>F</i>. The table below shows its operations: </p>         <table style='border-collapse: collapse; text-align: center'><tr>    <th style='border-bottom: 2px solid black; padding: 15px;'>Opcode</th>    <th style='border-bottom: 2px solid black; padding: 15px;'>Operation</th></tr><tr><td>00</td><td>F = A + B</td></tr><tr><td>01</td><td>F = A</td></tr><tr><td>10</td><td>F = A - B</td></tr><tr><td>11</td><td>F = 2 * A</td></tr></table>         <p> If the opcode is <code>00</code>, A = <code>01101011</code>, and         B = <code>01111001</code>,         what is the value of F? <i>Enter your answer in binary.</i></p>",HTML
Points,10
Difficulty,1
Image,/imagepools/quantumbeef/alu_8b.png
Feedback,11100100,NOT HTML
ANSWER,100,^[^0-9]*11100100[^0-9]*$,regexp


NewQuestion,SA
Title,Compute ALU Result
QuestionText,"<p> The ALU above has 8-bit inputs <i>A</i> and <i>B</i> and an 8-bit         output <i>F</i>. The table below shows its operations: </p>         <table style='border-collapse: collapse; text-align: center'><tr>    <th style='border-bottom: 2px solid black; padding: 15px;'>Opcode</th>    <th style='border-bottom: 2px solid black; padding: 15px;'>Operation</th></tr><tr><td>00</td><td>F = B - A</td></tr><tr><td>01</td><td>F = A + B</td></tr><tr><td>10</td><td>F = A ^ B</td></tr><tr><td>11</td><td>F = A - B</td></tr></table>         <p> If the opcode is <code>00</code>, A = <code>10001110</code>, and         B = <code>00101000</code>,         what is the value of F? <i>Enter your answer in binary.</i></p>",HTML
Points,10
Difficulty,1
Image,/imagepools/quantumbeef/alu_8b.png
Feedback,10011010,NOT HTML
ANSWER,100,^[^0-9]*10011010[^0-9]*$,regexp


NewQuestion,SA
Title,Compute ALU Result
QuestionText,"<p> The ALU above has 8-bit inputs <i>A</i> and <i>B</i> and an 8-bit         output <i>F</i>. The table below shows its operations: </p>         <table style='border-collapse: collapse; text-align: center'><tr>    <th style='border-bottom: 2px solid black; padding: 15px;'>Opcode</th>    <th style='border-bottom: 2px solid black; padding: 15px;'>Operation</th></tr><tr><td>00</td><td>F = A ^ B</td></tr><tr><td>01</td><td>F = A & B</td></tr><tr><td>10</td><td>F = A</td></tr><tr><td>11</td><td>F = 2 * A</td></tr></table>         <p> If the opcode is <code>01</code>, A = <code>11010011</code>, and         B = <code>00011110</code>,         what is the value of F? <i>Enter your answer in binary.</i></p>",HTML
Points,10
Difficulty,1
Image,/imagepools/quantumbeef/alu_8b.png
Feedback,00010010,NOT HTML
ANSWER,100,^[^0-9]*00010010[^0-9]*$,regexp


NewQuestion,SA
Title,Compute ALU Result
QuestionText,"<p> The ALU above has 8-bit inputs <i>A</i> and <i>B</i> and an 8-bit         output <i>F</i>. The table below shows its operations: </p>         <table style='border-collapse: collapse; text-align: center'><tr>    <th style='border-bottom: 2px solid black; padding: 15px;'>Opcode</th>    <th style='border-bottom: 2px solid black; padding: 15px;'>Operation</th></tr><tr><td>00</td><td>F = A + B</td></tr><tr><td>01</td><td>F = B - A</td></tr><tr><td>10</td><td>F = A</td></tr><tr><td>11</td><td>F = A ^ B</td></tr></table>         <p> If the opcode is <code>01</code>, A = <code>10110101</code>, and         B = <code>11110111</code>,         what is the value of F? <i>Enter your answer in binary.</i></p>",HTML
Points,10
Difficulty,1
Image,/imagepools/quantumbeef/alu_8b.png
Feedback,01000010,NOT HTML
ANSWER,100,^[^0-9]*01000010[^0-9]*$,regexp


NewQuestion,SA
Title,Compute ALU Result
QuestionText,"<p> The ALU above has 8-bit inputs <i>A</i> and <i>B</i> and an 8-bit         output <i>F</i>. The table below shows its operations: </p>         <table style='border-collapse: collapse; text-align: center'><tr>    <th style='border-bottom: 2px solid black; padding: 15px;'>Opcode</th>    <th style='border-bottom: 2px solid black; padding: 15px;'>Operation</th></tr><tr><td>00</td><td>F = 2 * A</td></tr><tr><td>01</td><td>F = A & B</td></tr><tr><td>10</td><td>F = A ^ B</td></tr><tr><td>11</td><td>F = A - B</td></tr></table>         <p> If the opcode is <code>00</code>, A = <code>00110011</code>, and         B = <code>01111111</code>,         what is the value of F? <i>Enter your answer in binary.</i></p>",HTML
Points,10
Difficulty,1
Image,/imagepools/quantumbeef/alu_8b.png
Feedback,01100110,NOT HTML
ANSWER,100,^[^0-9]*01100110[^0-9]*$,regexp


NewQuestion,SA
Title,Compute ALU Result
QuestionText,"<p> The ALU above has 8-bit inputs <i>A</i> and <i>B</i> and an 8-bit         output <i>F</i>. The table below shows its operations: </p>         <table style='border-collapse: collapse; text-align: center'><tr>    <th style='border-bottom: 2px solid black; padding: 15px;'>Opcode</th>    <th style='border-bottom: 2px solid black; padding: 15px;'>Operation</th></tr><tr><td>00</td><td>F = A ^ B</td></tr><tr><td>01</td><td>F = A & B</td></tr><tr><td>10</td><td>F = A - B</td></tr><tr><td>11</td><td>F = A + B</td></tr></table>         <p> If the opcode is <code>00</code>, A = <code>11100011</code>, and         B = <code>00101110</code>,         what is the value of F? <i>Enter your answer in binary.</i></p>",HTML
Points,10
Difficulty,1
Image,/imagepools/quantumbeef/alu_8b.png
Feedback,11001101,NOT HTML
ANSWER,100,^[^0-9]*11001101[^0-9]*$,regexp


NewQuestion,SA
Title,Compute ALU Result
QuestionText,"<p> The ALU above has 8-bit inputs <i>A</i> and <i>B</i> and an 8-bit         output <i>F</i>. The table below shows its operations: </p>         <table style='border-collapse: collapse; text-align: center'><tr>    <th style='border-bottom: 2px solid black; padding: 15px;'>Opcode</th>    <th style='border-bottom: 2px solid black; padding: 15px;'>Operation</th></tr><tr><td>00</td><td>F = 2 * A</td></tr><tr><td>01</td><td>F = A</td></tr><tr><td>10</td><td>F = A + B</td></tr><tr><td>11</td><td>F = A - B</td></tr></table>         <p> If the opcode is <code>10</code>, A = <code>11111010</code>, and         B = <code>10000101</code>,         what is the value of F? <i>Enter your answer in binary.</i></p>",HTML
Points,10
Difficulty,1
Image,/imagepools/quantumbeef/alu_8b.png
Feedback,01111111,NOT HTML
ANSWER,100,^[^0-9]*01111111[^0-9]*$,regexp


